Speaker,Text,Context,filename,Summary
S2,"So, definitely, no on Wikipedia [laughter]. No, that I wouldn't do. So, National Parks.",I know it but -- okay. These are the resources that you think are most helpful. Would,Cataldo-etal_G16_Transcript,I know it but -- okay. These are the resources that you think are most helpful. Would
S2,I think this one was an article as well so I'll put yes. This one's interesting because this,"So, definitely, no on Wikipedia [laughter]. No, that I wouldn't do. So, National Parks.",Cataldo-etal_G16_Transcript,"So, definitely, no on Wikipedia [laughter]. No, that I wouldn't do. So, National Parks."
S2,"This one I think I would go to the papers that they have cited, so I'm going to say no.",I think this one was an article as well so I'll put yes. This one's interesting because this,Cataldo-etal_G16_Transcript,I think this one was an article as well so I'll put yes. This one's interesting because this
S1,Gotcha.,"This one I think I would go to the papers that they have cited, so I'm going to say no.",Cataldo-etal_G16_Transcript,"This one I think I would go to the papers that they have cited, so I'm going to say no."
S2,"Okay. What's this? Okay, this is a journal, and the Nature. Yeah. And this one book.",Gotcha.,Cataldo-etal_G16_Transcript,Gotcha.
S1,"Okay. Yeah. Skip that one. Okay. Now, this is the list of items that you didn't choose.","Okay. What's this? Okay, this is a journal, and the Nature. Yeah. And this one book.",Cataldo-etal_G16_Transcript,"Okay. What's this? Okay, this is a journal, and the Nature. Yeah. And this one book."
S2,"Okay. This one, honestly, I just ignored the sponsored box. So I don't even look at this.","Okay. Yeah. Skip that one. Okay. Now, this is the list of items that you didn't choose.",Cataldo-etal_G16_Transcript,"Okay. Yeah. Skip that one. Okay. Now, this is the list of items that you didn't choose."
S2,"This one, oh yeah, this was an interview with an author that was really scientific in","Okay. This one, honestly, I just ignored the sponsored box. So I don't even look at this.",Cataldo-etal_G16_Transcript,"Okay. This one, honestly, I just ignored the sponsored box. So I don't even look at this."
S1,Sure.,"This one, oh yeah, this was an interview with an author that was really scientific in",Cataldo-etal_G16_Transcript,"This one, oh yeah, this was an interview with an author that was really scientific in"
S2,"Yeah, National Park Services probably -- yeah, this is probably a good one to look at.",Sure.,Cataldo-etal_G16_Transcript,Sure.
S1,"Okay, next task.","Yeah, National Park Services probably -- yeah, this is probably a good one to look at.",Cataldo-etal_G16_Transcript,"Yeah, National Park Services probably -- yeah, this is probably a good one to look at."
S2,"Oh, somewhat credible [laughter].","Okay, next task.",Cataldo-etal_G16_Transcript,"Okay, next task."
S1,"These are the resources that you think are most helpful again, those 2o that you","Oh, somewhat credible [laughter].",Cataldo-etal_G16_Transcript,"Oh, somewhat credible [laughter]."
S2,"Okay. Wikipedia, yeah I don't know, it's probably like a two or a three I would say. I'm","These are the resources that you think are most helpful again, those 2o that you",Cataldo-etal_G16_Transcript,"These are the resources that you think are most helpful again, those 2o that you"
S1,Yeah. A way you can articulate it [laughter].,"Okay. Wikipedia, yeah I don't know, it's probably like a two or a three I would say. I'm",Cataldo-etal_G16_Transcript,"Okay. Wikipedia, yeah I don't know, it's probably like a two or a three I would say. I'm"
S2,"USGS post, so -- let's see. Yeah. I would say the same thing. I would say this is credible.",Yeah. A way you can articulate it [laughter].,Cataldo-etal_G16_Transcript,Yeah. A way you can articulate it [laughter].
S1,Where does it come from?,"USGS post, so -- let's see. Yeah. I would say the same thing. I would say this is credible.",Cataldo-etal_G16_Transcript,"USGS post, so -- let's see. Yeah. I would say the same thing. I would say this is credible."
S2,"I don't know if it's a feel different thing, but I know in chemistry most people just --",Where does it come from?,Cataldo-etal_G16_Transcript,Where does it come from?
S2,"Yeah, I'm going to put this.","I don't know if it's a feel different thing, but I know in chemistry most people just --",Cataldo-etal_G16_Transcript,"I don't know if it's a feel different thing, but I know in chemistry most people just --"
S1,What are you pondering on that one?,"Yeah, I'm going to put this.",Cataldo-etal_G16_Transcript,"Yeah, I'm going to put this."
S2,"I was just checking that -- well, I saw Sound Waves, and for a second I thought I had",What are you pondering on that one?,Cataldo-etal_G16_Transcript,What are you pondering on that one?
S1,"Okay. All right. Now, this task -- these are 21 resources that were in your original","I was just checking that -- well, I saw Sound Waves, and for a second I thought I had",Cataldo-etal_G16_Transcript,"I was just checking that -- well, I saw Sound Waves, and for a second I thought I had"
S2,Okay. Like I said the sponsor one I didn't even -- my brain just skipped over that,"Okay. All right. Now, this task -- these are 21 resources that were in your original",Cataldo-etal_G16_Transcript,"Okay. All right. Now, this task -- these are 21 resources that were in your original"
S1,"Oh, yeah. Yeah, it'll be just a few per page.",Okay. Like I said the sponsor one I didn't even -- my brain just skipped over that,Cataldo-etal_G16_Transcript,Okay. Like I said the sponsor one I didn't even -- my brain just skipped over that
S2,"Yeah, gotcha. Okay, this one is like a news article, and this one is as well. What does","Oh, yeah. Yeah, it'll be just a few per page.",Cataldo-etal_G16_Transcript,"Oh, yeah. Yeah, it'll be just a few per page."
S1,"I can't tell you that right now, but I can tell you at the end [laughter].","Yeah, gotcha. Okay, this one is like a news article, and this one is as well. What does",Cataldo-etal_G16_Transcript,"Yeah, gotcha. Okay, this one is like a news article, and this one is as well. What does"
S2,"Okay, fair enough. Okay. This one, this is a paper I think. Yeah. Well, it has a DOI, so.","I can't tell you that right now, but I can tell you at the end [laughter].",Cataldo-etal_G16_Transcript,"I can't tell you that right now, but I can tell you at the end [laughter]."
S2,"The Wetlands Handbook, is that a -- it says this chapter, so I guess, maybe that's a","Okay, fair enough. Okay. This one, this is a paper I think. Yeah. Well, it has a DOI, so.",Cataldo-etal_G16_Transcript,"Okay, fair enough. Okay. This one, this is a paper I think. Yeah. Well, it has a DOI, so."
S1,They need their own category.,"The Wetlands Handbook, is that a -- it says this chapter, so I guess, maybe that's a",Cataldo-etal_G16_Transcript,"The Wetlands Handbook, is that a -- it says this chapter, so I guess, maybe that's a"
S2,"Yeah. This was -- yeah, I think that this was a proceedings as well. Especially because it",They need their own category.,Cataldo-etal_G16_Transcript,They need their own category.
S1,Duly recorded [laughter].,"Yeah. This was -- yeah, I think that this was a proceedings as well. Especially because it",Cataldo-etal_G16_Transcript,"Yeah. This was -- yeah, I think that this was a proceedings as well. Especially because it"
S2,"Okay, am going to call this blog then. I want to see what is this peerj.com, I don't think",Duly recorded [laughter].,Cataldo-etal_G16_Transcript,Duly recorded [laughter].
S1,"Oh, no. Don't be [laughter]. Okay. So thank you for completing the Think A Lot","Okay, am going to call this blog then. I want to see what is this peerj.com, I don't think",Cataldo-etal_G16_Transcript,"Okay, am going to call this blog then. I want to see what is this peerj.com, I don't think"
S2,"Yeah, that was actually a really cool [laughter] system for this kind of study.","Oh, no. Don't be [laughter]. Okay. So thank you for completing the Think A Lot",Cataldo-etal_G16_Transcript,"Oh, no. Don't be [laughter]. Okay. So thank you for completing the Think A Lot"
S1,"Yeah. Well, the software is really nice. For people who know how to manipulate it","Yeah, that was actually a really cool [laughter] system for this kind of study.",Cataldo-etal_G16_Transcript,"Yeah, that was actually a really cool [laughter] system for this kind of study."
S2,"Pretty confident. I'm pretty skeptical too, so it's a pretty high bar, usually, when I cite","Yeah. Well, the software is really nice. For people who know how to manipulate it",Cataldo-etal_G16_Transcript,"Yeah. Well, the software is really nice. For people who know how to manipulate it"
S1,"Yeah, it definitely is a skill that has to be learned. When you find a lot of information","Pretty confident. I'm pretty skeptical too, so it's a pretty high bar, usually, when I cite",Cataldo-etal_G16_Transcript,"Pretty confident. I'm pretty skeptical too, so it's a pretty high bar, usually, when I cite"
S2,"I guess specific relevance, and then the source, are the two things. Yeah, I make sure","Yeah, it definitely is a skill that has to be learned. When you find a lot of information",Cataldo-etal_G16_Transcript,"Yeah, it definitely is a skill that has to be learned. When you find a lot of information"
S1,Do you care about the online information you gather and include in your research,"I guess specific relevance, and then the source, are the two things. Yeah, I make sure",Cataldo-etal_G16_Transcript,"I guess specific relevance, and then the source, are the two things. Yeah, I make sure"
S2,"Yeah. I guess I'm not really sure exactly how you answer that, but I do most of my",Do you care about the online information you gather and include in your research,Cataldo-etal_G16_Transcript,Do you care about the online information you gather and include in your research
S1,"Do you think it is important to know whether the online information is from a book, a","Yeah. I guess I'm not really sure exactly how you answer that, but I do most of my",Cataldo-etal_G16_Transcript,"Yeah. I guess I'm not really sure exactly how you answer that, but I do most of my"
S2,"It definitely helps me sort what I'm reading, and like I said, knowing the source itself is","Do you think it is important to know whether the online information is from a book, a",Cataldo-etal_G16_Transcript,"Do you think it is important to know whether the online information is from a book, a"
S1,"Okay. Thinking about the activity we just did, what would have made it more realistic","It definitely helps me sort what I'm reading, and like I said, knowing the source itself is",Cataldo-etal_G16_Transcript,"It definitely helps me sort what I'm reading, and like I said, knowing the source itself is"
S2,More realistic?,"Okay. Thinking about the activity we just did, what would have made it more realistic",Cataldo-etal_G16_Transcript,"Okay. Thinking about the activity we just did, what would have made it more realistic"
S1,"Yeah. You've kind of alluded to it once, like saying how you would follow task",More realistic?,Cataldo-etal_G16_Transcript,More realistic?
S2,"Yes, that's true.","Yeah. You've kind of alluded to it once, like saying how you would follow task",Cataldo-etal_G16_Transcript,"Yeah. You've kind of alluded to it once, like saying how you would follow task"
S1,What other things might've been realistic to the way you would approach it?,"Yes, that's true.",Cataldo-etal_G16_Transcript,"Yes, that's true."
S2,"Yeah. Well, I would've stick to one single Google search. But I understand how the",What other things might've been realistic to the way you would approach it?,Cataldo-etal_G16_Transcript,What other things might've been realistic to the way you would approach it?
S1,"I don't think you did [laughter]. I haven't seen it pop up, but I can't swear it [laughter].","Yeah. Well, I would've stick to one single Google search. But I understand how the",Cataldo-etal_G16_Transcript,"Yeah. Well, I would've stick to one single Google search. But I understand how the"
S2,Hello.,Hello.,Cataldo-etal_G17_Transcript,Hello.
S1,We want to learn how you choose information online for science projects. There are,Hello.,Cataldo-etal_G17_Transcript,Hello.
S2,Okay. No problem.,We want to learn how you choose information online for science projects. There are,Cataldo-etal_G17_Transcript,We want to learn how you choose information online for science projects. There are
S1,Any questions?,Okay. No problem.,Cataldo-etal_G17_Transcript,Okay. No problem.
S2,No.,Any questions?,Cataldo-etal_G17_Transcript,Any questions?
S1,Okay. So I'll start off by asking a few questions. So where do you go to school?,No.,Cataldo-etal_G17_Transcript,No.
S2,I arrived at the University of Florida last August.,Okay. So I'll start off by asking a few questions. So where do you go to school?,Cataldo-etal_G17_Transcript,Okay. So I'll start off by asking a few questions. So where do you go to school?
S1,Okay.,I arrived at the University of Florida last August.,Cataldo-etal_G17_Transcript,I arrived at the University of Florida last August.
S2,August the 14th.,Okay.,Cataldo-etal_G17_Transcript,Okay.
S1,And what is your current year in school?,August the 14th.,Cataldo-etal_G17_Transcript,August the 14th.
S2,It's my second year for master.,And what is your current year in school?,Cataldo-etal_G17_Transcript,And what is your current year in school?
S1,And what program?,It's my second year for master.,Cataldo-etal_G17_Transcript,It's my second year for master.
S2,Material science and engineering.,And what program?,Cataldo-etal_G17_Transcript,And what program?
S1,Material science and engineering?,Material science and engineering.,Cataldo-etal_G17_Transcript,Material science and engineering.
S2,Yes.,Material science and engineering?,Cataldo-etal_G17_Transcript,Material science and engineering?
S1,Okay. Have any of your parents or guardians received a bachelor's degree?,Yes.,Cataldo-etal_G17_Transcript,Yes.
S2,Two. My mom and my father also have a --,Okay. Have any of your parents or guardians received a bachelor's degree?,Cataldo-etal_G17_Transcript,Okay. Have any of your parents or guardians received a bachelor's degree?
S1,Okay. Have you asked a librarian for help with a research project?,Two. My mom and my father also have a --,Cataldo-etal_G17_Transcript,Two. My mom and my father also have a --
S2,No.,Okay. Have you asked a librarian for help with a research project?,Cataldo-etal_G17_Transcript,Okay. Have you asked a librarian for help with a research project?
S1,It's being slow.,No.,Cataldo-etal_G17_Transcript,No.
S2,Maybe it's the network.,It's being slow.,Cataldo-etal_G17_Transcript,It's being slow.
S1,"Oh, have you attended a lecture or a workshop taught by a librarian?",Maybe it's the network.,Cataldo-etal_G17_Transcript,Maybe it's the network.
S2,No.,"Oh, have you attended a lecture or a workshop taught by a librarian?",Cataldo-etal_G17_Transcript,"Oh, have you attended a lecture or a workshop taught by a librarian?"
S1,Okay. Have you taken a for-credit course about research strategies taught by a,No.,Cataldo-etal_G17_Transcript,No.
S2,No.,Okay. Have you taken a for-credit course about research strategies taught by a,Cataldo-etal_G17_Transcript,Okay. Have you taken a for-credit course about research strategies taught by a
S1,Okay. Have you completed an online tutorial about searching for resources created by,No.,Cataldo-etal_G17_Transcript,No.
S2,No.,Okay. Have you completed an online tutorial about searching for resources created by,Cataldo-etal_G17_Transcript,Okay. Have you completed an online tutorial about searching for resources created by
S1,No? Okay.,No.,Cataldo-etal_G17_Transcript,No.
S2,Yes.,No? Okay.,Cataldo-etal_G17_Transcript,No? Okay.
S1,How many research projects have you completed in the last two years? This is any,Yes.,Cataldo-etal_G17_Transcript,Yes.
S2,"I have completed, say, two.",How many research projects have you completed in the last two years? This is any,Cataldo-etal_G17_Transcript,How many research projects have you completed in the last two years? This is any
S1,Two?,"I have completed, say, two.",Cataldo-etal_G17_Transcript,"I have completed, say, two."
S2,"Yeah, two projects.",Two?,Cataldo-etal_G17_Transcript,Two?
S1,And were any of these research projects on a science topic?,"Yeah, two projects.",Cataldo-etal_G17_Transcript,"Yeah, two projects."
S2,Yes.,And were any of these research projects on a science topic?,Cataldo-etal_G17_Transcript,And were any of these research projects on a science topic?
S1,"Okay. And thinking about your last research project, when was it and what was it?",Yes.,Cataldo-etal_G17_Transcript,Yes.
S2,"My last research project is on, let me see -- 2016, May, about the molecular dynamic","Okay. And thinking about your last research project, when was it and what was it?",Cataldo-etal_G17_Transcript,"Okay. And thinking about your last research project, when was it and what was it?"
S1,Molecular [laughter].,"My last research project is on, let me see -- 2016, May, about the molecular dynamic",Cataldo-etal_G17_Transcript,"My last research project is on, let me see -- 2016, May, about the molecular dynamic"
S2,Dynamics.,Molecular [laughter].,Cataldo-etal_G17_Transcript,Molecular [laughter].
S1,Dynamics.,Dynamics.,Cataldo-etal_G17_Transcript,Dynamics.
S2,Simulation.,Dynamics.,Cataldo-etal_G17_Transcript,Dynamics.
S1,Simulation.,Simulation.,Cataldo-etal_G17_Transcript,Simulation.
S2,Of constant.,Simulation.,Cataldo-etal_G17_Transcript,Simulation.
S1,Of what?,Of constant.,Cataldo-etal_G17_Transcript,Of constant.
S2,"Constant element. Pure energy, tungsten.",Of what?,Cataldo-etal_G17_Transcript,Of what?
S1,"Oh, constant. Okay.","Constant element. Pure energy, tungsten.",Cataldo-etal_G17_Transcript,"Constant element. Pure energy, tungsten."
S2,Yeah. Constant.,"Oh, constant. Okay.",Cataldo-etal_G17_Transcript,"Oh, constant. Okay."
S1,"That's interesting. And for that project, where did you go first to get information?",Yeah. Constant.,Cataldo-etal_G17_Transcript,Yeah. Constant.
S2,Google Scholar.,"That's interesting. And for that project, where did you go first to get information?",Cataldo-etal_G17_Transcript,"That's interesting. And for that project, where did you go first to get information?"
S1,Okay. And where else did you get information for this project? And I have an example,Google Scholar.,Cataldo-etal_G17_Transcript,Google Scholar.
S2,My adviser will give me some papers about the --,Okay. And where else did you get information for this project? And I have an example,Cataldo-etal_G17_Transcript,Okay. And where else did you get information for this project? And I have an example
S1,Your adviser? Okay.,My adviser will give me some papers about the --,Cataldo-etal_G17_Transcript,My adviser will give me some papers about the --
S2,"Yeah, my adviser.",Your adviser? Okay.,Cataldo-etal_G17_Transcript,Your adviser? Okay.
S1,Anybody or anywhere else?,"Yeah, my adviser.",Cataldo-etal_G17_Transcript,"Yeah, my adviser."
S2,"My friends, my research mate will give me some [fails?] about this project.",Anybody or anywhere else?,Cataldo-etal_G17_Transcript,Anybody or anywhere else?
S1,Okay. And this is what I was looking for earlier. How did you keep track of the,"My friends, my research mate will give me some [fails?] about this project.",Cataldo-etal_G17_Transcript,"My friends, my research mate will give me some [fails?] about this project."
S2,I know. I used Zotero.,Okay. And this is what I was looking for earlier. How did you keep track of the,Cataldo-etal_G17_Transcript,Okay. And this is what I was looking for earlier. How did you keep track of the
S1,Zotero?,I know. I used Zotero.,Cataldo-etal_G17_Transcript,I know. I used Zotero.
S2,"Yeah, Zotero, and Excel. Word.",Zotero?,Cataldo-etal_G17_Transcript,Zotero?
S1,Word.,"Yeah, Zotero, and Excel. Word.",Cataldo-etal_G17_Transcript,"Yeah, Zotero, and Excel. Word."
S2,And LaTeX.,Word.,Cataldo-etal_G17_Transcript,Word.
S1,"LaTeX, okay. Is that L-A- T?",And LaTeX.,Cataldo-etal_G17_Transcript,And LaTeX.
S2,E-X.,"LaTeX, okay. Is that L-A- T?",Cataldo-etal_G17_Transcript,"LaTeX, okay. Is that L-A- T?"
S1,Just L-A-T-E- X?,E-X.,Cataldo-etal_G17_Transcript,E-X.
S2,Yes.,Just L-A-T-E- X?,Cataldo-etal_G17_Transcript,Just L-A-T-E- X?
S1,Okay.,Yes.,Cataldo-etal_G17_Transcript,Yes.
S2,Oh. I think you should click the Microsoft Word.,Okay.,Cataldo-etal_G17_Transcript,Okay.
S1,Whoops. Okay. Thank you.,Oh. I think you should click the Microsoft Word.,Cataldo-etal_G17_Transcript,Oh. I think you should click the Microsoft Word.
S2,No problem.,Whoops. Okay. Thank you.,Cataldo-etal_G17_Transcript,Whoops. Okay. Thank you.
S1,And what did you use to create your bibliography or your citations for this research?,No problem.,Cataldo-etal_G17_Transcript,No problem.
S2,Zotero.,And what did you use to create your bibliography or your citations for this research?,Cataldo-etal_G17_Transcript,And what did you use to create your bibliography or your citations for this research?
S1,Zotero?,Zotero.,Cataldo-etal_G17_Transcript,Zotero.
S2,And LaTeX.,Zotero?,Cataldo-etal_G17_Transcript,Zotero?
S1,"LaTeX, okay. Did you use the library to find information for this research project? This",And LaTeX.,Cataldo-etal_G17_Transcript,And LaTeX.
S2,Yes.,"LaTeX, okay. Did you use the library to find information for this research project? This",Cataldo-etal_G17_Transcript,"LaTeX, okay. Did you use the library to find information for this research project? This"
S1,Okay. And what devices do you use to access the Internet to get information?,Yes.,Cataldo-etal_G17_Transcript,Yes.
S2,"Desktop and laptop, a little bit smart phone, and tablet. I use everything [laughter].",Okay. And what devices do you use to access the Internet to get information?,Cataldo-etal_G17_Transcript,Okay. And what devices do you use to access the Internet to get information?
S1,And what device could you not live without?,"Desktop and laptop, a little bit smart phone, and tablet. I use everything [laughter].",Cataldo-etal_G17_Transcript,"Desktop and laptop, a little bit smart phone, and tablet. I use everything [laughter]."
S2,Live without. I couldn't live without any of this.,And what device could you not live without?,Cataldo-etal_G17_Transcript,And what device could you not live without?
S1,You couldn't live without any of these?,Live without. I couldn't live without any of this.,Cataldo-etal_G17_Transcript,Live without. I couldn't live without any of this.
S2,Yeah.,You couldn't live without any of these?,Cataldo-etal_G17_Transcript,You couldn't live without any of these?
S1,Okay.,Yeah.,Cataldo-etal_G17_Transcript,Yeah.
S2,You hit just --,Okay.,Cataldo-etal_G17_Transcript,Okay.
S1,"Oh, that one [laughter].",You hit just --,Cataldo-etal_G17_Transcript,You hit just --
S2,Yeah. I use everything.,"Oh, that one [laughter].",Cataldo-etal_G17_Transcript,"Oh, that one [laughter]."
S1,And do you use social media for your school work?,Yeah. I use everything.,Cataldo-etal_G17_Transcript,Yeah. I use everything.
S2,"Social media, no.",And do you use social media for your school work?,Cataldo-etal_G17_Transcript,And do you use social media for your school work?
S1,No?,"Social media, no.",Cataldo-etal_G17_Transcript,"Social media, no."
S2,Yeah.,No?,Cataldo-etal_G17_Transcript,No?
S1,"Oh, okay. So that's the end of that part, and I'm going to get to my other tab here.",Yeah.,Cataldo-etal_G17_Transcript,Yeah.
S2,"Oh, so I need to speak it out.","Oh, okay. So that's the end of that part, and I'm going to get to my other tab here.",Cataldo-etal_G17_Transcript,"Oh, okay. So that's the end of that part, and I'm going to get to my other tab here."
S1,Mm-hmm. And the computer will capture your voice.,"Oh, so I need to speak it out.",Cataldo-etal_G17_Transcript,"Oh, so I need to speak it out."
S2,Okay.,Mm-hmm. And the computer will capture your voice.,Cataldo-etal_G17_Transcript,Mm-hmm. And the computer will capture your voice.
S1,So just make sure you're speaking loud like you're wanting your voice to be recorded.,Okay.,Cataldo-etal_G17_Transcript,Okay.
S2,So just speak out what I think?,So just make sure you're speaking loud like you're wanting your voice to be recorded.,Cataldo-etal_G17_Transcript,So just make sure you're speaking loud like you're wanting your voice to be recorded.
S1,Mm-hmm.,So just speak out what I think?,Cataldo-etal_G17_Transcript,So just speak out what I think?
S2,Okay.,Mm-hmm.,Cataldo-etal_G17_Transcript,Mm-hmm.
S1,"And if you're reading, just go ahead and read out loud. So I'm going to turn the",Okay.,Cataldo-etal_G17_Transcript,Okay.
S2,"Oh, sorry.","And if you're reading, just go ahead and read out loud. So I'm going to turn the",Cataldo-etal_G17_Transcript,"And if you're reading, just go ahead and read out loud. So I'm going to turn the"
S1,"There you go. So go ahead and hit next, and --","Oh, sorry.",Cataldo-etal_G17_Transcript,"Oh, sorry."
S2,Next. Next?,"There you go. So go ahead and hit next, and --",Cataldo-etal_G17_Transcript,"There you go. So go ahead and hit next, and --"
S1,Yeah. Yes. Go ahead and hit next.,Next. Next?,Cataldo-etal_G17_Transcript,Next. Next?
S2,Should I speak out? Should I say what I think or just --,Yeah. Yes. Go ahead and hit next.,Cataldo-etal_G17_Transcript,Yeah. Yes. Go ahead and hit next.
S1,Just watch this.,Should I speak out? Should I say what I think or just --,Cataldo-etal_G17_Transcript,Should I speak out? Should I say what I think or just --
S2,Just watch. Okay.,Just watch this.,Cataldo-etal_G17_Transcript,Just watch this.
S1,"Okay, so that was just a short introduction. I have some words to read first, before",Just watch. Okay.,Cataldo-etal_G17_Transcript,Just watch. Okay.
S2,Okay. So this section begins --,"Okay, so that was just a short introduction. I have some words to read first, before",Cataldo-etal_G17_Transcript,"Okay, so that was just a short introduction. I have some words to read first, before"
S1,"And yeah, and you only have one chance here to search. Okay. So on this screen",Okay. So this section begins --,Cataldo-etal_G17_Transcript,Okay. So this section begins --
S2,Okay.,"And yeah, and you only have one chance here to search. Okay. So on this screen",Cataldo-etal_G17_Transcript,"And yeah, and you only have one chance here to search. Okay. So on this screen"
S1,Okay?,Okay.,Cataldo-etal_G17_Transcript,Okay.
S2,So just --,Okay?,Cataldo-etal_G17_Transcript,Okay?
S1,And here’s…,So just --,Cataldo-etal_G17_Transcript,So just --
S2,"Okay. Just click, and speak out what I think, and click the check box?",And here’s…,Cataldo-etal_G17_Transcript,And here’s…
S1,"Yeah. If you think it would be helpful for this assignment, check it on the check box to","Okay. Just click, and speak out what I think, and click the check box?",Cataldo-etal_G17_Transcript,"Okay. Just click, and speak out what I think, and click the check box?"
S2,Okay.,"Yeah. If you think it would be helpful for this assignment, check it on the check box to",Cataldo-etal_G17_Transcript,"Yeah. If you think it would be helpful for this assignment, check it on the check box to"
S1,And you're going to be choosing 20. I'll just keep track of those for you.,Okay.,Cataldo-etal_G17_Transcript,Okay.
S2,Python [inaudible] I just think python is a programming language [laughter].,And you're going to be choosing 20. I'll just keep track of those for you.,Cataldo-etal_G17_Transcript,And you're going to be choosing 20. I'll just keep track of those for you.
S1,"Oh, yeah [laughter].",Python [inaudible] I just think python is a programming language [laughter].,Cataldo-etal_G17_Transcript,Python [inaudible] I just think python is a programming language [laughter].
S2,"Burmese pythons are native to Southeast Asia. However, since the end of the 20th","Oh, yeah [laughter].",Cataldo-etal_G17_Transcript,"Oh, yeah [laughter]."
S1,"Oh, you just have a -- it's set up so you can only do it once.","Burmese pythons are native to Southeast Asia. However, since the end of the 20th",Cataldo-etal_G17_Transcript,"Burmese pythons are native to Southeast Asia. However, since the end of the 20th"
S2,Oh. How can I do it? I cannot.,"Oh, you just have a -- it's set up so you can only do it once.",Cataldo-etal_G17_Transcript,"Oh, you just have a -- it's set up so you can only do it once."
S1,No.,Oh. How can I do it? I cannot.,Cataldo-etal_G17_Transcript,Oh. How can I do it? I cannot.
S2,I just can't. Okay. Just select --,No.,Cataldo-etal_G17_Transcript,No.
S1,"So, the results you see are the ones you have to choose from.",I just can't. Okay. Just select --,Cataldo-etal_G17_Transcript,I just can't. Okay. Just select --
S2,Okay. I got you. Burmese. So the next I will tap the National Park Service because this,"So, the results you see are the ones you have to choose from.",Cataldo-etal_G17_Transcript,"So, the results you see are the ones you have to choose from."
S1,20.,Okay. I got you. Burmese. So the next I will tap the National Park Service because this,Cataldo-etal_G17_Transcript,Okay. I got you. Burmese. So the next I will tap the National Park Service because this
S2,Okay. This is considerable concern. Must get this under control.,20.,Cataldo-etal_G17_Transcript,20.
S2,"Scientists are investigating the new methods of detecting and capturing these large,",Okay. This is considerable concern. Must get this under control.,Cataldo-etal_G17_Transcript,Okay. This is considerable concern. Must get this under control.
S1,Just remember to keep talking.,"Scientists are investigating the new methods of detecting and capturing these large,",Cataldo-etal_G17_Transcript,"Scientists are investigating the new methods of detecting and capturing these large,"
S2,"Yeah, okay. Next, I'm a little bit interested this title, so I will committing this website.",Just remember to keep talking.,Cataldo-etal_G17_Transcript,Just remember to keep talking.
S1,"Yeah, and the way this are set up, some of the functions don't work.","Yeah, okay. Next, I'm a little bit interested this title, so I will committing this website.",Cataldo-etal_G17_Transcript,"Yeah, okay. Next, I'm a little bit interested this title, so I will committing this website."
S2,Okay. No problem.,"Yeah, and the way this are set up, some of the functions don't work.",Cataldo-etal_G17_Transcript,"Yeah, and the way this are set up, some of the functions don't work."
S1,"Some do, but some don't.",Okay. No problem.,Cataldo-etal_G17_Transcript,Okay. No problem.
S2,"Compare the ways North Florida, South Florida is currently influenced by the Burmese","Some do, but some don't.",Cataldo-etal_G17_Transcript,"Some do, but some don't."
S2,"Okay, this is about the invasion of the giant python about the Burmese pythons, so if I","Compare the ways North Florida, South Florida is currently influenced by the Burmese",Cataldo-etal_G17_Transcript,"Compare the ways North Florida, South Florida is currently influenced by the Burmese"
S2,Okay. This first one is sponsored so I will not click it. BioRxiv [inaudible]. This one also.,"Okay, this is about the invasion of the giant python about the Burmese pythons, so if I",Cataldo-etal_G17_Transcript,"Okay, this is about the invasion of the giant python about the Burmese pythons, so if I"
S2,"Okay, severe declines in Everglades mammals linked to pythons. I think this paper will",Okay. This first one is sponsored so I will not click it. BioRxiv [inaudible]. This one also.,Cataldo-etal_G17_Transcript,Okay. This first one is sponsored so I will not click it. BioRxiv [inaudible]. This one also.
S2,So odds of eradicating introduced population of reptiles once it has spread across a,"Okay, severe declines in Everglades mammals linked to pythons. I think this paper will",Cataldo-etal_G17_Transcript,"Okay, severe declines in Everglades mammals linked to pythons. I think this paper will"
S1,I'm sorry. Oh I thought you were asking a question.,So odds of eradicating introduced population of reptiles once it has spread across a,Cataldo-etal_G17_Transcript,So odds of eradicating introduced population of reptiles once it has spread across a
S2,"Oh. No, no, no. We also found that marsh rabbits failed to -- so when I click 20 click",I'm sorry. Oh I thought you were asking a question.,Cataldo-etal_G17_Transcript,I'm sorry. Oh I thought you were asking a question.
S1,I'm sorry?,"Oh. No, no, no. We also found that marsh rabbits failed to -- so when I click 20 click",Cataldo-etal_G17_Transcript,"Oh. No, no, no. We also found that marsh rabbits failed to -- so when I click 20 click"
S2,How do I know I have clicked 20 box?,I'm sorry?,Cataldo-etal_G17_Transcript,I'm sorry?
S1,"Oh, right now you click seven.",How do I know I have clicked 20 box?,Cataldo-etal_G17_Transcript,How do I know I have clicked 20 box?
S2,"Oh, click seven? Okay. I still need to click 13. [inaudible]. Our study does provide","Oh, right now you click seven.",Cataldo-etal_G17_Transcript,"Oh, right now you click seven."
S1,Okay. I just want to make sure I'm on the right number. Can you --,"Oh, click seven? Okay. I still need to click 13. [inaudible]. Our study does provide",Cataldo-etal_G17_Transcript,"Oh, click seven? Okay. I still need to click 13. [inaudible]. Our study does provide"
S2,"Okay, no problem.",Okay. I just want to make sure I'm on the right number. Can you --,Cataldo-etal_G17_Transcript,Okay. I just want to make sure I'm on the right number. Can you --
S1,--show me how many you've checked on this page and then --?,"Okay, no problem.",Cataldo-etal_G17_Transcript,"Okay, no problem."
