Speaker,Text,Context,filename,Summary
S2,Okay. So I'm going to choose -- I think it's [inaudible] be a website. I guess Wikipedia,Okay. You can hit submit. Okay. Okay. So these are 21 of the original search results.,Cataldo-etal_G28_Transcript,Okay. You can hit submit. Okay. Okay. So these are 21 of the original search results.
S1,Don't overthink it [laughter]. You can hit submit.,Okay. So I'm going to choose -- I think it's [inaudible] be a website. I guess Wikipedia,Cataldo-etal_G28_Transcript,Okay. So I'm going to choose -- I think it's [inaudible] be a website. I guess Wikipedia
S2,Okay. [inaudible] you definitely second-guess all of your thinking [laughter] when you,Don't overthink it [laughter]. You can hit submit.,Cataldo-etal_G28_Transcript,Don't overthink it [laughter]. You can hit submit.
S2,Okay.,Okay. [inaudible] you definitely second-guess all of your thinking [laughter] when you,Cataldo-etal_G28_Transcript,Okay. [inaudible] you definitely second-guess all of your thinking [laughter] when you
S2,This would be [inaudible] from a conference. This one's probably an article. Same,Okay.,Cataldo-etal_G28_Transcript,Okay.
S2,This is an article like the other one. So this one is information from [inaudible],This would be [inaudible] from a conference. This one's probably an article. Same,Cataldo-etal_G28_Transcript,This would be [inaudible] from a conference. This one's probably an article. Same
S1,Okay.,This is an article like the other one. So this one is information from [inaudible],Cataldo-etal_G28_Transcript,This is an article like the other one. So this one is information from [inaudible]
S2,Cool.,Okay.,Cataldo-etal_G28_Transcript,Okay.
S1,"Now, okay. I'll ask you some follow-up questions. And just to let you know, the search",Cool.,Cataldo-etal_G28_Transcript,Cool.
S2,Okay [laughter]. That makes sense.,"Now, okay. I'll ask you some follow-up questions. And just to let you know, the search",Cataldo-etal_G28_Transcript,"Now, okay. I'll ask you some follow-up questions. And just to let you know, the search"
S1,Okay. So how confident do you feel selecting online information for research,Okay [laughter]. That makes sense.,Cataldo-etal_G28_Transcript,Okay [laughter]. That makes sense.
S2,"Well, now [laughter] I still feel okay. I feel like for a lot of these I think I have",Okay. So how confident do you feel selecting online information for research,Cataldo-etal_G28_Transcript,Okay. So how confident do you feel selecting online information for research
S1,"And when you find online information for research projects, what is the most","Well, now [laughter] I still feel okay. I feel like for a lot of these I think I have",Cataldo-etal_G28_Transcript,"Well, now [laughter] I still feel okay. I feel like for a lot of these I think I have"
S2,"I guess, the source, for me.","And when you find online information for research projects, what is the most",Cataldo-etal_G28_Transcript,"And when you find online information for research projects, what is the most"
S1,Do you care about the online information you gather and include in research,"I guess, the source, for me.",Cataldo-etal_G28_Transcript,"I guess, the source, for me."
S2,Yeah. Of course.,Do you care about the online information you gather and include in research,Cataldo-etal_G28_Transcript,Do you care about the online information you gather and include in research
S1,Can you tell me why?,Yeah. Of course.,Cataldo-etal_G28_Transcript,Yeah. Of course.
S2,I feel like there's [inaudible] a lot of information that [I use?] [inaudible]. There's a lot,Can you tell me why?,Cataldo-etal_G28_Transcript,Can you tell me why?
S1,Okay. Do you think it's important to know whether the online information is from a,I feel like there's [inaudible] a lot of information that [I use?] [inaudible]. There's a lot,Cataldo-etal_G28_Transcript,I feel like there's [inaudible] a lot of information that [I use?] [inaudible]. There's a lot
S2,Yeah. I think it's important to know where the information's coming from and also,Okay. Do you think it's important to know whether the online information is from a,Cataldo-etal_G28_Transcript,Okay. Do you think it's important to know whether the online information is from a
S1,"Thinking about the activity we just did, what would have made it more realistic to the",Yeah. I think it's important to know where the information's coming from and also,Cataldo-etal_G28_Transcript,Yeah. I think it's important to know where the information's coming from and also
S2,"I guess instead of just going off the Google results, I feel like a lot of them, I didn't","Thinking about the activity we just did, what would have made it more realistic to the",Cataldo-etal_G28_Transcript,"Thinking about the activity we just did, what would have made it more realistic to the"
S1,Okay. Cool. Turn off the recording.,"I guess instead of just going off the Google results, I feel like a lot of them, I didn't",Cataldo-etal_G28_Transcript,"I guess instead of just going off the Google results, I feel like a lot of them, I didn't"
S2,"Okay. So thank you for being here today. As I mentioned, we are now recording. So",[inaudible].,Cataldo-etal_G29_Transcript,[inaudible].
S1,Is this loud enough?,"Okay. So thank you for being here today. As I mentioned, we are now recording. So",Cataldo-etal_G29_Transcript,"Okay. So thank you for being here today. As I mentioned, we are now recording. So"
S2,Yeah.,Is this loud enough?,Cataldo-etal_G29_Transcript,Is this loud enough?
S1,"Okay, good.",Yeah.,Cataldo-etal_G29_Transcript,Yeah.
S2,Good. Perfect. So today we're here because we want to learn how you choose,"Okay, good.",Cataldo-etal_G29_Transcript,"Okay, good."
S1,No. That's good.,Good. Perfect. So today we're here because we want to learn how you choose,Cataldo-etal_G29_Transcript,Good. Perfect. So today we're here because we want to learn how you choose
S2,"Okay. So to start off, I'll ask you a few questions. So are you a student at the",No. That's good.,Cataldo-etal_G29_Transcript,No. That's good.
S1,Yes.,"Okay. So to start off, I'll ask you a few questions. So are you a student at the",Cataldo-etal_G29_Transcript,"Okay. So to start off, I'll ask you a few questions. So are you a student at the"
S2,Okay. And what is your current year of school?,Yes.,Cataldo-etal_G29_Transcript,Yes.
S1,"Starting this fall, I will be second-year PhD.",Okay. And what is your current year of school?,Cataldo-etal_G29_Transcript,Okay. And what is your current year of school?
S2,Second-year--,"Starting this fall, I will be second-year PhD.",Cataldo-etal_G29_Transcript,"Starting this fall, I will be second-year PhD."
S1,PhD.,Second-year--,Cataldo-etal_G29_Transcript,Second-year--
S2,--PhD. And what program?,PhD.,Cataldo-etal_G29_Transcript,PhD.
S1,Biomedical engineering.,--PhD. And what program?,Cataldo-etal_G29_Transcript,--PhD. And what program?
S2,"Biomedical engineering. Okay. Oh, that's got to be a hard one [laughter]. Have any of",Biomedical engineering.,Cataldo-etal_G29_Transcript,Biomedical engineering.
S1,"My mother, yes.","Biomedical engineering. Okay. Oh, that's got to be a hard one [laughter]. Have any of",Cataldo-etal_G29_Transcript,"Biomedical engineering. Okay. Oh, that's got to be a hard one [laughter]. Have any of"
S2,Okay. Have you asked a librarian for help with a research project?,"My mother, yes.",Cataldo-etal_G29_Transcript,"My mother, yes."
S1,"Not really, but in the first semester -- I did my undergraduate here as well. We do have",Okay. Have you asked a librarian for help with a research project?,Cataldo-etal_G29_Transcript,Okay. Have you asked a librarian for help with a research project?
S2,"Oh, okay. So it was part of one of your classes?","Not really, but in the first semester -- I did my undergraduate here as well. We do have",Cataldo-etal_G29_Transcript,"Not really, but in the first semester -- I did my undergraduate here as well. We do have"
S1,"Yes, one of the classes.","Oh, okay. So it was part of one of your classes?",Cataldo-etal_G29_Transcript,"Oh, okay. So it was part of one of your classes?"
S2,I think I'm going to say -- but you didn't come to the library and ask for help?,"Yes, one of the classes.",Cataldo-etal_G29_Transcript,"Yes, one of the classes."
S1,"No, it wasn't like that.",I think I'm going to say -- but you didn't come to the library and ask for help?,Cataldo-etal_G29_Transcript,I think I'm going to say -- but you didn't come to the library and ask for help?
S2,"Okay. Because there's a question later on, I think, that addresses what you're talking","No, it wasn't like that.",Cataldo-etal_G29_Transcript,"No, it wasn't like that."
S1,"Yes, that's it. Yeah.","Okay. Because there's a question later on, I think, that addresses what you're talking",Cataldo-etal_G29_Transcript,"Okay. Because there's a question later on, I think, that addresses what you're talking"
S2,That would be what you were describing. And about how many times in the last two,"Yes, that's it. Yeah.",Cataldo-etal_G29_Transcript,"Yes, that's it. Yeah."
S1,Last year?,That would be what you were describing. And about how many times in the last two,Cataldo-etal_G29_Transcript,That would be what you were describing. And about how many times in the last two
S2,In the last two years.,Last year?,Cataldo-etal_G29_Transcript,Last year?
S1,"Last two year, oh. I think zero.",In the last two years.,Cataldo-etal_G29_Transcript,In the last two years.
S2,"Zero? Okay. Yeah, because you mentioned it was in undergrad.","Last two year, oh. I think zero.",Cataldo-etal_G29_Transcript,"Last two year, oh. I think zero."
S1,"Yeah, yeah. Yeah.","Zero? Okay. Yeah, because you mentioned it was in undergrad.",Cataldo-etal_G29_Transcript,"Zero? Okay. Yeah, because you mentioned it was in undergrad."
S2,And have you ever taken a for-credit course that was taught by a librarian on research,"Yeah, yeah. Yeah.",Cataldo-etal_G29_Transcript,"Yeah, yeah. Yeah."
S1,"Oh, no.",And have you ever taken a for-credit course that was taught by a librarian on research,Cataldo-etal_G29_Transcript,And have you ever taken a for-credit course that was taught by a librarian on research
S2,No?,"Oh, no.",Cataldo-etal_G29_Transcript,"Oh, no."
S1,No.,No?,Cataldo-etal_G29_Transcript,No?
S2,Have you completed an online tutorial about searching for resources that was created,No.,Cataldo-etal_G29_Transcript,No.
S1,"I think so, yes.",Have you completed an online tutorial about searching for resources that was created,Cataldo-etal_G29_Transcript,Have you completed an online tutorial about searching for resources that was created
S2,"Yeah, and at UF they might look something like this, if that jogs your memory.","I think so, yes.",Cataldo-etal_G29_Transcript,"I think so, yes."
S1,"Maybe, yes. If it is a -- oh. Some kind of a YouTube here?","Yeah, and at UF they might look something like this, if that jogs your memory.",Cataldo-etal_G29_Transcript,"Yeah, and at UF they might look something like this, if that jogs your memory."
S2,"Yeah, we have some on YouTube, but in general if you've ever --","Maybe, yes. If it is a -- oh. Some kind of a YouTube here?",Cataldo-etal_G29_Transcript,"Maybe, yes. If it is a -- oh. Some kind of a YouTube here?"
S1,"It's more like a webpage instruction, like how can you go on the UF library, and how","Yeah, we have some on YouTube, but in general if you've ever --",Cataldo-etal_G29_Transcript,"Yeah, we have some on YouTube, but in general if you've ever --"
S2,Okay. I'm going to say yes for that one. Okay. I'll take them. And do you remember,"It's more like a webpage instruction, like how can you go on the UF library, and how",Cataldo-etal_G29_Transcript,"It's more like a webpage instruction, like how can you go on the UF library, and how"
S1,"Yeah, yeah. Yeah. It's for a scientific publication of searching, like finding reference for",Okay. I'm going to say yes for that one. Okay. I'll take them. And do you remember,Cataldo-etal_G29_Transcript,Okay. I'm going to say yes for that one. Okay. I'll take them. And do you remember
S2,Okay. And how many research projects have you completed in the last two years?,"Yeah, yeah. Yeah. It's for a scientific publication of searching, like finding reference for",Cataldo-etal_G29_Transcript,"Yeah, yeah. Yeah. It's for a scientific publication of searching, like finding reference for"
S1,"Four, five.",Okay. And how many research projects have you completed in the last two years?,Cataldo-etal_G29_Transcript,Okay. And how many research projects have you completed in the last two years?
S2,"Four, five? Okay. And were any of these projects on a science topic?","Four, five.",Cataldo-etal_G29_Transcript,"Four, five."
S1,Yeah. All of them [laughter].,"Four, five? Okay. And were any of these projects on a science topic?",Cataldo-etal_G29_Transcript,"Four, five? Okay. And were any of these projects on a science topic?"
S2,I imagine they were. And I want you to think about the last project you did. Tell me,Yeah. All of them [laughter].,Cataldo-etal_G29_Transcript,Yeah. All of them [laughter].
S1,The last project I did is probably the [skirm?] project that --,I imagine they were. And I want you to think about the last project you did. Tell me,Cataldo-etal_G29_Transcript,I imagine they were. And I want you to think about the last project you did. Tell me
S2,So summer semester?,The last project I did is probably the [skirm?] project that --,Cataldo-etal_G29_Transcript,The last project I did is probably the [skirm?] project that --
S1,Like a --,So summer semester?,Cataldo-etal_G29_Transcript,So summer semester?
S2,Or spring?,Like a --,Cataldo-etal_G29_Transcript,Like a --
S1,"Oh, wait. Yeah. It have to be a class?",Or spring?,Cataldo-etal_G29_Transcript,Or spring?
S2,I guess it doesn't have to be a. I think we were thinking when we're putting these,"Oh, wait. Yeah. It have to be a class?",Cataldo-etal_G29_Transcript,"Oh, wait. Yeah. It have to be a class?"
S1,"Okay. I mean, it's my research project itself require a lot searching, so -- what's the",I guess it doesn't have to be a. I think we were thinking when we're putting these,Cataldo-etal_G29_Transcript,I guess it doesn't have to be a. I think we were thinking when we're putting these
S2,So think about your last research project. When was it and what was it about?,"Okay. I mean, it's my research project itself require a lot searching, so -- what's the",Cataldo-etal_G29_Transcript,"Okay. I mean, it's my research project itself require a lot searching, so -- what's the"
S1,I guess this summer it's about researching the difference of low beta and high beta,So think about your last research project. When was it and what was it about?,Cataldo-etal_G29_Transcript,So think about your last research project. When was it and what was it about?
S2,"Okay. You lost me at beta [laughter]. Okay, the difference between low beta and high",I guess this summer it's about researching the difference of low beta and high beta,Cataldo-etal_G29_Transcript,I guess this summer it's about researching the difference of low beta and high beta
S1,Low beta inhibits neural activity --,"Okay. You lost me at beta [laughter]. Okay, the difference between low beta and high",Cataldo-etal_G29_Transcript,"Okay. You lost me at beta [laughter]. Okay, the difference between low beta and high"
S2,Neural activity.,Low beta inhibits neural activity --,Cataldo-etal_G29_Transcript,Low beta inhibits neural activity --
S1,--in motor cortex.,Neural activity.,Cataldo-etal_G29_Transcript,Neural activity.
S2,In motor cortex.,--in motor cortex.,Cataldo-etal_G29_Transcript,--in motor cortex.
S1,"In human motor cortex, yeah.",In motor cortex.,Cataldo-etal_G29_Transcript,In motor cortex.
S2,In human motor cortex?,"In human motor cortex, yeah.",Cataldo-etal_G29_Transcript,"In human motor cortex, yeah."
S1,Yes.,In human motor cortex?,Cataldo-etal_G29_Transcript,In human motor cortex?
S2,"Okay. And when you were doing this project, where's the first place you went to to",Yes.,Cataldo-etal_G29_Transcript,Yes.
S1,Wikipedia.,"Okay. And when you were doing this project, where's the first place you went to to",Cataldo-etal_G29_Transcript,"Okay. And when you were doing this project, where's the first place you went to to"
S2,Wikipedia? Okay.,Wikipedia.,Cataldo-etal_G29_Transcript,Wikipedia.
S1,Yes.,Wikipedia? Okay.,Cataldo-etal_G29_Transcript,Wikipedia? Okay.
S2,And where else did you go to get information? This could be --,Yes.,Cataldo-etal_G29_Transcript,Yes.
S1,Google Scholar.,And where else did you go to get information? This could be --,Cataldo-etal_G29_Transcript,And where else did you go to get information? This could be --
S2,"Okay, Google Scholar. Did you go to a friend, a classmate, a librarian, YouTube,",Google Scholar.,Cataldo-etal_G29_Transcript,Google Scholar.
S1,Maybe we discuss it with the lab mates. I don't think why I'd talk with other people,"Okay, Google Scholar. Did you go to a friend, a classmate, a librarian, YouTube,",Cataldo-etal_G29_Transcript,"Okay, Google Scholar. Did you go to a friend, a classmate, a librarian, YouTube,"
S2,And how did you keep track of the resources that interested you at the beginning of,Maybe we discuss it with the lab mates. I don't think why I'd talk with other people,Cataldo-etal_G29_Transcript,Maybe we discuss it with the lab mates. I don't think why I'd talk with other people
S1,"Yes. This one and this one. These two. Well, I used this one before and now I changed",And how did you keep track of the resources that interested you at the beginning of,Cataldo-etal_G29_Transcript,And how did you keep track of the resources that interested you at the beginning of
S2,So you used Mendeley and Zotero?,"Yes. This one and this one. These two. Well, I used this one before and now I changed",Cataldo-etal_G29_Transcript,"Yes. This one and this one. These two. Well, I used this one before and now I changed"
S1,Yes.,So you used Mendeley and Zotero?,Cataldo-etal_G29_Transcript,So you used Mendeley and Zotero?
S2,Okay. And what did you use to create your bibliography or your citations?,Yes.,Cataldo-etal_G29_Transcript,Yes.
S1,The plugin for Word. Microsoft Word. Yeah. Mendeley have a plug that exported,Okay. And what did you use to create your bibliography or your citations?,Cataldo-etal_G29_Transcript,Okay. And what did you use to create your bibliography or your citations?
S2,Okay. So you used Mendeley and Zotero and then it exported it to Word.,The plugin for Word. Microsoft Word. Yeah. Mendeley have a plug that exported,Cataldo-etal_G29_Transcript,The plugin for Word. Microsoft Word. Yeah. Mendeley have a plug that exported
S1,Yes.,Okay. So you used Mendeley and Zotero and then it exported it to Word.,Cataldo-etal_G29_Transcript,Okay. So you used Mendeley and Zotero and then it exported it to Word.
S2,Okay. Did you use the library to find information for this project? And that could be,Yes.,Cataldo-etal_G29_Transcript,Yes.
S1,I think I actually requested one -- one of the paper was not available. Then I have to,Okay. Did you use the library to find information for this project? And that could be,Cataldo-etal_G29_Transcript,Okay. Did you use the library to find information for this project? And that could be
S2,Was it maybe an interlibrary loan?,I think I actually requested one -- one of the paper was not available. Then I have to,Cataldo-etal_G29_Transcript,I think I actually requested one -- one of the paper was not available. Then I have to
S1,Yeah. It's something similar to that. Yeah.,Was it maybe an interlibrary loan?,Cataldo-etal_G29_Transcript,Was it maybe an interlibrary loan?
S2,Okay. So we'll say yes. And what devices do you use to access the Internet to get,Yeah. It's something similar to that. Yeah.,Cataldo-etal_G29_Transcript,Yeah. It's something similar to that. Yeah.
S1,"Well, I mean, it's desktop.",Okay. So we'll say yes. And what devices do you use to access the Internet to get,Cataldo-etal_G29_Transcript,Okay. So we'll say yes. And what devices do you use to access the Internet to get
S2,Desktop?,"Well, I mean, it's desktop.",Cataldo-etal_G29_Transcript,"Well, I mean, it's desktop."
S1,"Yeah. Desktop. Yeah, mostly desktop and laptop only if I was away.",Desktop?,Cataldo-etal_G29_Transcript,Desktop?
S2,Okay. And what device could you not live without [laughter]?,"Yeah. Desktop. Yeah, mostly desktop and laptop only if I was away.",Cataldo-etal_G29_Transcript,"Yeah. Desktop. Yeah, mostly desktop and laptop only if I was away."
S1,Computer.,Okay. And what device could you not live without [laughter]?,Cataldo-etal_G29_Transcript,Okay. And what device could you not live without [laughter]?
S2,So desktop or laptop?,Computer.,Cataldo-etal_G29_Transcript,Computer.
S1,Oh.,So desktop or laptop?,Cataldo-etal_G29_Transcript,So desktop or laptop?
S2,"Smartphone, tablet.",Oh.,Cataldo-etal_G29_Transcript,Oh.
S1,"I guess, in this case, laptop win over desktop.","Smartphone, tablet.",Cataldo-etal_G29_Transcript,"Smartphone, tablet."
S2,Laptop wins over desktop?,"I guess, in this case, laptop win over desktop.",Cataldo-etal_G29_Transcript,"I guess, in this case, laptop win over desktop."
S1,Yeah.,Laptop wins over desktop?,Cataldo-etal_G29_Transcript,Laptop wins over desktop?
S2,Okay. Do you use social media for your schoolwork?,Yeah.,Cataldo-etal_G29_Transcript,Yeah.
S1,No.,Okay. Do you use social media for your schoolwork?,Cataldo-etal_G29_Transcript,Okay. Do you use social media for your schoolwork?
S2,No?,No.,Cataldo-etal_G29_Transcript,No.
S1,"Not for schoolwork, no.",No?,Cataldo-etal_G29_Transcript,No?
S2,Okay. Okay. That's the end of our questions to start off with. So now we're going to,"Not for schoolwork, no.",Cataldo-etal_G29_Transcript,"Not for schoolwork, no."
S1,Yes.,Okay. Okay. That's the end of our questions to start off with. So now we're going to,Cataldo-etal_G29_Transcript,Okay. Okay. That's the end of our questions to start off with. So now we're going to
S2,Okay. So I'm going to turn the computer over to you now -- the laptop over to you. Go,Yes.,Cataldo-etal_G29_Transcript,Yes.
S1,Next.,Okay. So I'm going to turn the computer over to you now -- the laptop over to you. Go,Cataldo-etal_G29_Transcript,Okay. So I'm going to turn the computer over to you now -- the laptop over to you. Go
S2,And--,Next.,Cataldo-etal_G29_Transcript,Next.
S1,Welcome. Do I just continue or --?,And--,Cataldo-etal_G29_Transcript,And--
S2,Yeah. Go ahead and hit Next again.,Welcome. Do I just continue or --?,Cataldo-etal_G29_Transcript,Welcome. Do I just continue or --?
S1,"Okay. [inaudible] Burmese python. [inaudible]. Okay. Okay. Rabbit, eating, no",Yeah. Go ahead and hit Next again.,Cataldo-etal_G29_Transcript,Yeah. Go ahead and hit Next again.
S2,What we're asking you here to do is to imagine you've come across this video and you,"Okay. [inaudible] Burmese python. [inaudible]. Okay. Okay. Rabbit, eating, no",Cataldo-etal_G29_Transcript,"Okay. [inaudible] Burmese python. [inaudible]. Okay. Okay. Rabbit, eating, no"
S1,Beginning a literature search for your thesis on the impact for Burmese python or,What we're asking you here to do is to imagine you've come across this video and you,Cataldo-etal_G29_Transcript,What we're asking you here to do is to imagine you've come across this video and you
S2,I think you can play it again.,Beginning a literature search for your thesis on the impact for Burmese python or,Cataldo-etal_G29_Transcript,Beginning a literature search for your thesis on the impact for Burmese python or
S1,"Oh, yeah. Okay. So to understand. Oh okay, yeah. Oh, South East Asia's imported,",I think you can play it again.,Cataldo-etal_G29_Transcript,I think you can play it again.
S2,Here's a pen for you and a blank piece of paper if you'd like to take any notes.,"Oh, yeah. Okay. So to understand. Oh okay, yeah. Oh, South East Asia's imported,",Cataldo-etal_G29_Transcript,"Oh, yeah. Okay. So to understand. Oh okay, yeah. Oh, South East Asia's imported,"
S1,Yeah. Imported from Southeast Asia and eat rabbit. Okay.,Here's a pen for you and a blank piece of paper if you'd like to take any notes.,Cataldo-etal_G29_Transcript,Here's a pen for you and a blank piece of paper if you'd like to take any notes.
S2,"Okay, so we're going to have -- like you to spend as much time as you need on each",Yeah. Imported from Southeast Asia and eat rabbit. Okay.,Cataldo-etal_G29_Transcript,Yeah. Imported from Southeast Asia and eat rabbit. Okay.
S1,Next.,"Okay, so we're going to have -- like you to spend as much time as you need on each",Cataldo-etal_G29_Transcript,"Okay, so we're going to have -- like you to spend as much time as you need on each"
S2,"Once you've hit next, you'll be taken to a new activity, and you won't be able to go",Next.,Cataldo-etal_G29_Transcript,Next.
S1,No.,"Once you've hit next, you'll be taken to a new activity, and you won't be able to go",Cataldo-etal_G29_Transcript,"Once you've hit next, you'll be taken to a new activity, and you won't be able to go"
S2,Okay. So go ahead and hit the next button.,No.,Cataldo-etal_G29_Transcript,No.
S1,Okay. [crosstalk].,Okay. So go ahead and hit the next button.,Cataldo-etal_G29_Transcript,Okay. So go ahead and hit the next button.
S2,And so what we want you to do here is -- this will be an initial search. This is the one,Okay. [crosstalk].,Cataldo-etal_G29_Transcript,Okay. [crosstalk].
S1,"Oh, okay. Good. So Google search. Go with the name of the animal first. Burmese",And so what we want you to do here is -- this will be an initial search. This is the one,Cataldo-etal_G29_Transcript,And so what we want you to do here is -- this will be an initial search. This is the one
S2,"Okay, so now we're presenting you with a set of Google search results, and you can","Oh, okay. Good. So Google search. Go with the name of the animal first. Burmese",Cataldo-etal_G29_Transcript,"Oh, okay. Good. So Google search. Go with the name of the animal first. Burmese"
S1,Okay. So starting off the --,"Okay, so now we're presenting you with a set of Google search results, and you can",Cataldo-etal_G29_Transcript,"Okay, so now we're presenting you with a set of Google search results, and you can"
S2,I'm sorry. One more thing. There is a back button up here that we -- we don't need,Okay. So starting off the --,Cataldo-etal_G29_Transcript,Okay. So starting off the --
S1,Scroll up?,I'm sorry. One more thing. There is a back button up here that we -- we don't need,Cataldo-etal_G29_Transcript,I'm sorry. One more thing. There is a back button up here that we -- we don't need
S2,Yeah.,Scroll up?,Cataldo-etal_G29_Transcript,Scroll up?
S1,"Oh, it's at the top. Oh, okay.",Yeah.,Cataldo-etal_G29_Transcript,Yeah.
S2,There should be a back button eventually once you get to the next page. There'll be a,"Oh, it's at the top. Oh, okay.",Cataldo-etal_G29_Transcript,"Oh, it's at the top. Oh, okay."
S1,"So. Okay. Google search first one. The moment I saw the sponsor letter I'm like, ""I'm",There should be a back button eventually once you get to the next page. There'll be a,Cataldo-etal_G29_Transcript,There should be a back button eventually once you get to the next page. There'll be a
S2,"Yeah, yeah. Sure. You can interact with these as you normally would.","So. Okay. Google search first one. The moment I saw the sponsor letter I'm like, ""I'm",Cataldo-etal_G29_Transcript,"So. Okay. Google search first one. The moment I saw the sponsor letter I'm like, ""I'm"
S1,I would click it in just to look and see what kind of things they have. Usually they have,"Yeah, yeah. Sure. You can interact with these as you normally would.",Cataldo-etal_G29_Transcript,"Yeah, yeah. Sure. You can interact with these as you normally would."
S2,Yeah. So you want to click this back button.,I would click it in just to look and see what kind of things they have. Usually they have,Cataldo-etal_G29_Transcript,I would click it in just to look and see what kind of things they have. Usually they have
S1,This button?,Yeah. So you want to click this back button.,Cataldo-etal_G29_Transcript,Yeah. So you want to click this back button.
S2,"Yeah, that one, but not the one way up here.",This button?,Cataldo-etal_G29_Transcript,This button?
S1,"All right. Oh, okay.","Yeah, that one, but not the one way up here.",Cataldo-etal_G29_Transcript,"Yeah, that one, but not the one way up here."
S2,"And then if you want to choose that one, just click the box.","All right. Oh, okay.",Cataldo-etal_G29_Transcript,"All right. Oh, okay."
S1,"Okay. So I will keep the Wikipedia -- oh, National Parks. So where is that? Oh, it's .gov.","And then if you want to choose that one, just click the box.",Cataldo-etal_G29_Transcript,"And then if you want to choose that one, just click the box."
S2,Yeah.,"Okay. So I will keep the Wikipedia -- oh, National Parks. So where is that? Oh, it's .gov.",Cataldo-etal_G29_Transcript,"Okay. So I will keep the Wikipedia -- oh, National Parks. So where is that? Oh, it's .gov."
S1,"Right. Just go to high resolution. Natural Resource Management -- oh, similar, very",Yeah.,Cataldo-etal_G29_Transcript,Yeah.
S2,Yeah.,"Right. Just go to high resolution. Natural Resource Management -- oh, similar, very",Cataldo-etal_G29_Transcript,"Right. Just go to high resolution. Natural Resource Management -- oh, similar, very"
S1,"Okay. This one will be closed. Okay? Let's see what else do they have here. Oh,",Yeah.,Cataldo-etal_G29_Transcript,Yeah.
S2,"[crosstalk] you're reading, just go ahead and read out loud.","Okay. This one will be closed. Okay? Let's see what else do they have here. Oh,",Cataldo-etal_G29_Transcript,"Okay. This one will be closed. Okay? Let's see what else do they have here. Oh,"
S1,Yeah. Okay. Giant constrictor. Okay. Yeah. I see. What kind of [four?]-- paper they,"[crosstalk] you're reading, just go ahead and read out loud.",Cataldo-etal_G29_Transcript,"[crosstalk] you're reading, just go ahead and read out loud."
S2,"Just remember to talk a little bit louder, if you can.",Yeah. Okay. Giant constrictor. Okay. Yeah. I see. What kind of [four?]-- paper they,Cataldo-etal_G29_Transcript,Yeah. Okay. Giant constrictor. Okay. Yeah. I see. What kind of [four?]-- paper they
S1,Oh. Okay. A new study published in the journal Proceedings of the Royal Society B -,"Just remember to talk a little bit louder, if you can.",Cataldo-etal_G29_Transcript,"Just remember to talk a little bit louder, if you can."
S2,Well --,Oh. Okay. A new study published in the journal Proceedings of the Royal Society B -,Cataldo-etal_G29_Transcript,Oh. Okay. A new study published in the journal Proceedings of the Royal Society B -
S1,"Yeah, I don't remember now. It was some kind news I saw.",Well --,Cataldo-etal_G29_Transcript,Well --
S2,"Oh, from the video?","Yeah, I don't remember now. It was some kind news I saw.",Cataldo-etal_G29_Transcript,"Yeah, I don't remember now. It was some kind news I saw."
S1,"Yeah, yeah.","Oh, from the video?",Cataldo-etal_G29_Transcript,"Oh, from the video?"
S2,"Oh, I can't remember either.","Yeah, yeah.",Cataldo-etal_G29_Transcript,"Yeah, yeah."
S1,"Oh. Can you flip to previous page on your side? I'm just wondering. Oh, there was a","Oh, I can't remember either.",Cataldo-etal_G29_Transcript,"Oh, I can't remember either."
S2,Okay. And I just want to make a note for the recording. So I turned back on my script,"Oh. Can you flip to previous page on your side? I'm just wondering. Oh, there was a",Cataldo-etal_G29_Transcript,"Oh. Can you flip to previous page on your side? I'm just wondering. Oh, there was a"
S1,Right. That this is matching with previous one or not. So apparently this is basically a,Okay. And I just want to make a note for the recording. So I turned back on my script,Cataldo-etal_G29_Transcript,Okay. And I just want to make a note for the recording. So I turned back on my script
S2,Did you check it?,Right. That this is matching with previous one or not. So apparently this is basically a,Cataldo-etal_G29_Transcript,Right. That this is matching with previous one or not. So apparently this is basically a
S1,"Oh, no. Not this one, okay. The Snake That's Eating Florida, New York Times. Yeah.",Did you check it?,Cataldo-etal_G29_Transcript,Did you check it?
S2,So what were you thinking when you saw New York Times?,"Oh, no. Not this one, okay. The Snake That's Eating Florida, New York Times. Yeah.",Cataldo-etal_G29_Transcript,"Oh, no. Not this one, okay. The Snake That's Eating Florida, New York Times. Yeah."
S1,"What are you not in there thinking about? Well, I mean it's kind of -- New York Times",So what were you thinking when you saw New York Times?,Cataldo-etal_G29_Transcript,So what were you thinking when you saw New York Times?
S2,"Oh, the Everglades?","What are you not in there thinking about? Well, I mean it's kind of -- New York Times",Cataldo-etal_G29_Transcript,"What are you not in there thinking about? Well, I mean it's kind of -- New York Times"
S1,Yeah.,"Oh, the Everglades?",Cataldo-etal_G29_Transcript,"Oh, the Everglades?"
S2,It's in Southern Florida.,Yeah.,Cataldo-etal_G29_Transcript,Yeah.
S1,"Yeah, yeah. But, okay, from mainland to Key Largo. Okay. All right. I will keep this one",It's in Southern Florida.,Cataldo-etal_G29_Transcript,It's in Southern Florida.
